gene,coef,Celltype
AZIN2,-0.741999963,OPC
ZHX2,-0.750910287,OPC
UNC13C,-0.751651339,OPC
C1orf21,-0.769693219,OPC
RBFOX1,-0.771196624,OPC
SMARCD2,-0.771305998,OPC
MIRLET7BHG,-0.775055701,OPC
BCAS1,-0.780504648,OPC
RORA,-0.784296379,OPC
ST6GALNAC5,-0.789397113,OPC
RP11-379H18.1,-0.790193905,OPC
CDH18,-0.795432848,OPC
ZBTB16,-0.796706456,OPC
RP11-120J1.1,-0.801270288,OPC
GOLPH3,-0.803933697,OPC
ZBTB20,-0.804041548,OPC
CELF2,-0.808876205,OPC
CCDC112,-0.809628392,OPC
GRIA1,-0.811486151,OPC
CYP3A5,-0.813219101,OPC
COMMD7,-0.821263871,OPC
PLG,-0.824227896,OPC
AP3B2,-0.830496311,OPC
OSBPL1A,-0.834922657,OPC
CTD-2192D1.1,-0.855152936,OPC
AC064875.2,-0.856981193,OPC
SAMD12,-0.864785822,OPC
CYP7B1,-0.867322834,OPC
LRRC7,-0.870422173,OPC
RP11-848P1.9,-0.875392061,OPC
GYPC,-0.875953001,OPC
BEND4,-0.876265612,OPC
KIAA0319,-0.878960972,OPC
SGCZ,-0.88271356,OPC
ZNF649,-0.883391129,OPC
FAM19A1,-0.892030727,OPC
KLHL4,-0.892304101,OPC
RP11-631M6.2,-0.892715281,OPC
RFWD3,-0.902041099,OPC
ARVCF,-0.907867915,OPC
FKBP5,-0.911005644,OPC
WASHC2A,-0.914565712,OPC
MRPL35,-0.916221187,OPC
SLC7A6OS,-0.923333431,OPC
GATB,-0.924454406,OPC
WDR91,-0.93459426,OPC
NRXN3,-0.935073185,OPC
C14orf93,-0.943008662,OPC
NUP98,-0.954734737,OPC
RANBP17,-0.955598623,OPC
ADGRL3,-0.989783017,OPC
DENND4A,-0.996989365,OPC
ARRB2,-1.000369089,OPC
CERS2,-1.012251934,OPC
PHLDB1,-1.015488124,OPC
FGF12,-1.019028044,OPC
NOS1AP,-1.019824611,OPC
RP11-886D15.1,-1.022413613,OPC
DHX57,-1.024056429,OPC
FAM69A,-1.027857408,OPC
AP000279.69,-1.041935418,OPC
SEMA6A,-1.042115014,OPC
CTC-467M3.1,-1.050677122,OPC
RP11-463J10.2,-1.061060853,OPC
C10orf11,-1.063479845,OPC
FAM71D,-1.068319918,OPC
CHRDL1,-1.072409614,OPC
CREM,-1.082441788,OPC
GNG4,-1.084143747,OPC
ANO3,-1.088252757,OPC
AC005537.2,-1.101972958,OPC
PPP2R2B,-1.102081302,OPC
REEP1,-1.10324398,OPC
NOVA1,-1.106611284,OPC
HIVEP1,-1.135095537,OPC
AC091814.2,-1.137362223,OPC
CA10,-1.13747783,OPC
ZEB1,-1.138858299,OPC
RP11-631N16.2,-1.143666389,OPC
SUSD4,-1.148501492,OPC
CSNK1G1,-1.154310439,OPC
ACTL6B,-1.168901214,OPC
C9orf37,-1.177786169,OPC
HYPK,-1.182781584,OPC
CTC-358I24.1,-1.184675834,OPC
PDGFRA,-1.18588214,OPC
KHK,-1.191175388,OPC
GALNT8,-1.194406204,OPC
ANK2,-1.196056803,OPC
ATRNL1,-1.201246063,OPC
FBXO31,-1.20150622,OPC
DNPH1,-1.212259723,OPC
TMX1,-1.214515858,OPC
CTC-260E6.6,-1.220500977,OPC
DPYD,-1.227170408,OPC
SSR3,-1.247043906,OPC
ASNA1,-1.251250267,OPC
LDLRAD4,-1.253069541,OPC
TRAM2,-1.254753327,OPC
PSMD5,-1.257053376,OPC
CTA-215D11.6,-1.272559087,OPC
TAOK3,-1.273206345,OPC
NKAIN3,-1.276291889,OPC
RP4-555D20.2,-1.278673113,OPC
YIPF5,-1.279763487,OPC
CTD-3006G17.2,-1.284879381,OPC
NEDD1,-1.287137338,OPC
KLHL11,-1.287501368,OPC
RP11-752D24.3,-1.288844084,OPC
SMC1A,-1.294941848,OPC
TMEM33,-1.297888819,OPC
PEPD,-1.298157103,OPC
SLC41A3,-1.309742647,OPC
PBX4,-1.312089474,OPC
ZMYND19,-1.328056587,OPC
PCDH15,-1.348941556,OPC
SYT6,-1.351053942,OPC
MAP3K5,-1.352258121,OPC
TTR,-1.381824067,OPC
FKBP14,-1.384521455,OPC
TANC2,-1.387032321,OPC
BRMS1,-1.407261534,OPC
DNAJB1,-1.428350664,OPC
WNT7A,-1.433762613,OPC
AUTS2,-1.43897138,OPC
RP11-62I21.1,-1.453424383,OPC
SEMA6D,-1.472480026,OPC
KDM8,-1.503281004,OPC
JAZF1,-1.505648784,OPC
RP11-406A9.2,-1.519126046,OPC
LSAMP,-1.56783152,OPC
PCNX3,-1.594498238,OPC
POFUT1,-1.596126349,OPC
RPL23AP79,-1.63018083,OPC
AC074141.3,-1.654370715,OPC
ZNF287,-1.661348255,OPC
CPO,-1.67530578,OPC
RP11-327J17.3,-1.678100579,OPC
PTPRZ1,-1.695860166,OPC
PHKG2,-1.718216408,OPC
EGFEM1P,-1.744748878,OPC
CCSER1,-1.758696398,OPC
THBS3,-1.766665624,OPC
FLT3,-1.79579336,OPC
RP11-646I6.3,-1.808605503,OPC
HS6ST3,-1.82548872,OPC
EXOC8,-1.834120459,OPC
RP11-31F15.2,-1.840279525,OPC
MAP2,-1.852894472,OPC
AC007193.6,-1.855160618,OPC
TMEM208,-1.887906941,OPC
COPS7B,-1.896416657,OPC
TTPA,-1.961755261,OPC
SOX2-OT,-2.033010981,OPC
SRPX2,-2.10144043,OPC
EFCAB1,-2.158034245,OPC
UAP1,-2.184843181,OPC
AP000233.4,-2.214846568,OPC
C1QTNF7,-2.257338771,OPC
TRIO,-2.566101122,OPC
CNTN5,-2.583439313,OPC
RBM5-AS1,-2.700222417,OPC
BHLHE22,-2.733965422,OPC
PAQR6,-2.802654286,OPC
ZSWIM4,4.854993276,OLIG
CPB1,2.369139246,OLIG
GREB1L,2.155477332,OLIG
ERCC1,2.091379469,OLIG
RFT1,1.949486353,OLIG
PSMD14,1.918594354,OLIG
AC108142.1,1.911728493,OLIG
UTY,1.85814505,OLIG
COX5B,1.851677333,OLIG
RPL23,1.84399324,OLIG
NKX2-2,1.826523749,OLIG
GTF3C6,1.685011231,OLIG
USP53,1.681267,OLIG
FOXK2,1.67628732,OLIG
RP11-729M20.1,1.640752956,OLIG
SNRNP70,1.581278622,OLIG
DGKE,1.56631732,OLIG
KHDRBS3,1.549947265,OLIG
THAP6,1.533691426,OLIG
NMUR2,1.527074669,OLIG
DAP,1.486690759,OLIG
EDIL3,1.473172818,OLIG
DAP3,1.458983544,OLIG
TTC9C,1.445969618,OLIG
SMARCC1,1.43585477,OLIG
TOX3,1.433855104,OLIG
GAS2,1.400113504,OLIG
ZBED4,1.381631623,OLIG
INSR,1.380208822,OLIG
MATN2,1.37796104,OLIG
RPS29,1.346217886,OLIG
CMTM4,1.342739278,OLIG
NLN,1.313679318,OLIG
PCDH11X,1.303073245,OLIG
POM121,1.296331173,OLIG
NCSTN,1.294220024,OLIG
RP11-886H22.1,1.260318652,OLIG
SPOCK1,1.255866657,OLIG
RP11-553A10.2,1.253770648,OLIG
AATK,1.239569528,OLIG
AOAH,1.22616894,OLIG
TFAP2E,1.22252371,OLIG
PLEKHH1,1.216366999,OLIG
RP11-456A18.1,1.201832714,OLIG
FBXO32,1.195825001,OLIG
PCSK6,1.193087829,OLIG
DIMT1,1.182997823,OLIG
OLMALINC,1.171717784,OLIG
ARHGEF2,1.129847983,OLIG
CTD-2527I21.11,1.125723904,OLIG
SUGT1,1.122160157,OLIG
AL035209.2,1.106521695,OLIG
ASAP2,1.100631093,OLIG
HERC2P3,1.097169632,OLIG
FA2H,1.079598775,OLIG
FKBP5,1.077174853,OLIG
SH3BP5,1.072684563,OLIG
PLXNB3,1.062945277,OLIG
BCAT1,1.062912799,OLIG
PSAP,1.055706356,OLIG
CCNT2,1.055054175,OLIG
RP11-259K15.3,1.050547719,OLIG
ATF7IP,1.03770875,OLIG
CATSPERG,1.037162733,OLIG
RNFT2,1.035554707,OLIG
RP11-477J21.7,1.035398508,OLIG
DLAT,1.034369204,OLIG
LACC1,1.032500674,OLIG
FGGY,1.022301138,OLIG
C16orf88,1.009138446,OLIG
LAS1L,1.000437266,OLIG
CCDC149,0.996355775,OLIG
TBCB,0.995559764,OLIG
AC091969.1,0.981588722,OLIG
AP3M2,0.978685577,OLIG
FAT2,0.971668071,OLIG
COL6A6,0.967225203,OLIG
SUPT5H,0.954186476,OLIG
LBR,0.9508372,OLIG
OPTN,0.94216458,OLIG
RNF111,0.93828726,OLIG
SIPA1L1,0.934410945,OLIG
TMEM120B,0.934275627,OLIG
ZNF608,0.931156331,OLIG
PPP6C,0.926294487,OLIG
WDR59,0.924637088,OLIG
EIF4G3,0.923203759,OLIG
PAN2,0.918300228,OLIG
CADM4,0.911713397,OLIG
RP11-210M15.2,0.909199158,OLIG
RIOK3,0.906526517,OLIG
KBTBD3,0.900257155,OLIG
NOP14,0.894353229,OLIG
PIEZO2,0.891475721,OLIG
WDR17,0.876930655,OLIG
MEGF10,0.876856744,OLIG
YARS,0.873122085,OLIG
RP11-65B7.2,0.870651776,OLIG
NTNG2,0.866332499,OLIG
FAM126A,0.865601616,OLIG
BBS2,0.865523214,OLIG
SBF1,0.857697063,OLIG
CBL,0.853395262,OLIG
TTBK2,0.8445846,OLIG
ZNF107,0.825898634,OLIG
PRMT1,0.821876725,OLIG
SRPK1,0.816164231,OLIG
MEF2A,0.811823608,OLIG
C11orf73,0.809861094,OLIG
RP11-298D21.1,0.808669617,OLIG
RASAL1,0.804002173,OLIG
AP4S1,0.803463714,OLIG
KIF27,0.800839805,OLIG
FAM229B,0.799711783,OLIG
ACTR1B,0.79714292,OLIG
MAGEC3,0.793306694,OLIG
SLC22A17,0.77195286,OLIG
RP11-496D24.2,0.770802899,OLIG
KALP,0.754223029,OLIG
UBA3,0.75198573,OLIG
RP13-104F24.2,0.749945374,OLIG
NUP210,0.747559386,OLIG
RILPL1,0.74711326,OLIG
MYO15B,0.746843493,OLIG
KLHL3,0.738409505,OLIG
L3MBTL1,0.738046335,OLIG
TMEM9B,0.735001242,OLIG
EIF4E,0.730486647,OLIG
FAM171A1,0.727985823,OLIG
CHRM5,0.722443672,OLIG
FAM134B,0.716272867,OLIG
TAB1,0.705712423,OLIG
DCAF16,0.705248905,OLIG
ASPH,0.704998002,OLIG
TARSL2,0.698664424,OLIG
RRP1B,0.696965297,OLIG
CTA-292E10.6,0.692782814,OLIG
TRIM24,0.683068827,OLIG
RBFOX1,0.682801392,OLIG
EP400,0.679264801,OLIG
EPB41L1,0.677173386,OLIG
FBRS,0.67486661,OLIG
APOD,0.67052804,OLIG
RP11-323I15.5,0.669020548,OLIG
HDAC4,0.668549883,OLIG
CAMK2N1,0.668011373,OLIG
MTSS1,0.666831372,OLIG
MANBA,0.657708357,OLIG
CERCAM,0.65712146,OLIG
MAPK8IP3,0.655470973,OLIG
YPEL2,0.654540169,OLIG
ACTN2,0.65441976,OLIG
RIF1,0.652475532,OLIG
TRAF3,0.649643448,OLIG
GLCE,0.649418327,OLIG
MOCS2,0.648673171,OLIG
ELF1,0.646184554,OLIG
CCT2,0.641112966,OLIG
MIB1,0.640159761,OLIG
DIS3L,0.634557362,OLIG
MPDU1,0.631634431,OLIG
C6orf89,0.629864804,OLIG
TXNIP,0.62655342,OLIG
SLC12A2,0.620753607,OLIG
RNF216,0.618375144,OLIG
GPATCH11,0.618127529,OLIG
PPP6R1,0.618019598,OLIG
HAGLR,0.615082559,OLIG
MT-RNR2,0.612780683,OLIG
SRSF3,0.61153467,OLIG
AC012494.1,0.611093882,OLIG
RPS20,0.60568875,OLIG
BNIP3L,0.604766368,OLIG
PDE1C,0.5993195,OLIG
CAMK2D,0.597948261,OLIG
DPYSL2,0.597492714,OLIG
GRB10,0.595150229,OLIG
DYNC1LI1,0.593792493,OLIG
ZNF462,0.589501948,OLIG
ATXN2,0.588916942,OLIG
RALGPS1,0.588335089,OLIG
HEG1,0.587208723,OLIG
RPL10,0.582984142,OLIG
RP11-799O21.2,0.582676179,OLIG
SF3B2,0.578800928,OLIG
CCDC138,0.577576838,OLIG
C16orf87,0.577475327,OLIG
KMT2E,0.576011333,OLIG
CLASP1,0.570425703,OLIG
UBAP2L,0.568182384,OLIG
CTC-228N24.3,0.557061482,OLIG
ZSCAN5A,0.529441731,OLIG
NR2C1,0.528566286,OLIG
IMPAD1,0.527414176,OLIG
C9orf84,0.522119325,OLIG
HECTD1,0.519273723,OLIG
ARPP21,0.511492059,OLIG
SLC36A1,0.510753863,OLIG
RP11-446H18.5,0.502825972,OLIG
CNTN1,0.502178151,OLIG
TYW1,0.500066822,OLIG
ZBTB25,0.493855959,OLIG
CHST10,0.492807487,OLIG
AC012593.1,0.490351863,OLIG
RP11-322M19.1,0.488531854,OLIG
ZFY,0.486622002,OLIG
SEC63,0.484954422,OLIG
MORF4L1,0.481718683,OLIG
SSR1,0.479189852,OLIG
NPL,0.478289933,OLIG
CDH1,0.475912289,OLIG
EXD3,0.474974883,OLIG
OXR1,0.474826516,OLIG
MAN2A2,0.473583074,OLIG
NCOR2,0.473125153,OLIG
XPO1,0.47241762,OLIG
SPP1,0.47221011,OLIG
SEMA4C,0.466590477,OLIG
SMEK1,0.465670544,OLIG
USP24,0.460376961,OLIG
ZNF493,0.456193892,OLIG
ZSCAN1,0.453872618,OLIG
ZMIZ2,0.452536612,OLIG
RSBN1L,0.450486344,OLIG
FAM13C,0.450040351,OLIG
ZNF138,0.448930321,OLIG
MAP2K4,0.447456931,OLIG
ETAA1,0.442039095,OLIG
ACAP3,0.437982088,OLIG
ZHX3,0.43668289,OLIG
EIF3B,0.427974402,OLIG
USP47,0.427318874,OLIG
NR1D2,0.424902797,OLIG
NRF1,0.42260652,OLIG
RBM28,0.418456432,OLIG
MTCH1,0.415939909,OLIG
TMED4,0.406903079,OLIG
NAGLU,0.406508836,OLIG
EZH1,0.405767585,OLIG
TRIM66,0.404022886,OLIG
MIPOL1,0.399556574,OLIG
TSC2,0.398467781,OLIG
SRGAP1,0.396158975,OLIG
ARMCX3,0.393590033,OLIG
PIGT,0.392966429,OLIG
HNRNPA2B1,0.390481587,OLIG
TMED10,0.388575046,OLIG
CLCN4,0.384889447,OLIG
SOGA1,0.380694165,OLIG
MPP2,0.379147685,OLIG
YY1,0.378341855,OLIG
TSG101,0.376486488,OLIG
ZNF24,0.37307943,OLIG
WSCD1,0.366359087,OLIG
PPP2R2C,0.363100541,OLIG
AC012307.3,0.361665061,OLIG
TMEM63A,0.359599585,OLIG
NCKAP1,0.355356851,OLIG
USP5,0.352256655,OLIG
PON2,0.347176055,OLIG
HIST1H2AC,0.346991815,OLIG
FCHO1,0.346779414,OLIG
CREBRF,0.343284218,OLIG
SRP19,0.34069843,OLIG
SCRN1,0.340615163,OLIG
ATP6V0A1,0.336627558,OLIG
6-Mar,0.336452941,OLIG
GMPS,0.334392232,OLIG
BRAP,0.334131635,OLIG
CD59,0.333441432,OLIG
CSMD2,0.330869091,OLIG
CHMP7,0.32938136,OLIG
CPSF6,0.328549595,OLIG
LRRC4C,0.324632128,OLIG
RPL13,0.320549445,OLIG
GPR137C,0.319822674,OLIG
DYRK1A,0.317530759,OLIG
ZNF346,0.317467039,OLIG
TCEAL1,0.317055675,OLIG
CDK5RAP2,0.314781663,OLIG
HSPB11,0.314603534,OLIG
RP11-231E4.3,0.314005952,OLIG
RANGAP1,0.313479864,OLIG
NR3C1,0.311402761,OLIG
CLU,0.310091512,OLIG
LINC00511,0.309462015,OLIG
RAB11FIP4,0.307880382,OLIG
CPEB3,0.306463037,OLIG
RAD52,0.303485675,OLIG
ARNT,0.299474462,OLIG
UPF3B,0.299161193,OLIG
CPNE2,0.298289306,OLIG
SPG11,0.297006998,OLIG
CHST6,0.288641325,OLIG
RNASE1,0.286288678,OLIG
NECAB1,0.284605693,OLIG
ASTN1,0.278937413,OLIG
JAZF1,0.271879818,OLIG
KMT5C,0.271674781,OLIG
PRNP,0.269515312,OLIG
CPXM2,0.26711906,OLIG
PAK1,0.266347023,OLIG
NENF,0.258395555,OLIG
PUS7,0.257051608,OLIG
CEP85L,0.255844818,OLIG
SERAC1,0.253937391,OLIG
KIF6,0.253183223,OLIG
RP11-382J12.1,0.250424138,OLIG
KIAA0556,0.247864103,OLIG
RP11-339B21.12,0.241052854,OLIG
TF,0.234766848,OLIG
NEK3,0.234498079,OLIG
ETS1,0.234372455,OLIG
C5orf17,0.233307737,OLIG
ZNF333,0.231163028,OLIG
FAM168A,0.229726738,OLIG
REEP5,0.225772654,OLIG
AC004945.2,0.22430063,OLIG
PTPRF,0.224258811,OLIG
DDX55,0.220394183,OLIG
DHX9,0.215343033,OLIG
RP11-116N8.4,0.21452764,OLIG
NOTCH1,0.209382514,OLIG
SPTBN4,0.205524237,OLIG
BTBD2,0.203328137,OLIG
GPR62,0.202394221,OLIG
POLR3A,0.196057742,OLIG
TBRG1,0.195186138,OLIG
ERGIC1,0.194834769,OLIG
SHISA7,0.194690554,OLIG
FAM188A,0.194221141,OLIG
ITM2B,0.190255356,OLIG
MGAT5,0.188130716,OLIG
HSPA4,0.187470847,OLIG
GABPB2,0.18657995,OLIG
MAL,0.185528489,OLIG
MIB2,0.185499233,OLIG
C1orf101,0.184599641,OLIG
PPM1L,0.182983277,OLIG
MSL2,0.181291026,OLIG
SNHG5,0.179464357,OLIG
RGS7,0.177444732,OLIG
AMBRA1,0.177193624,OLIG
EYS,0.175012275,OLIG
PLCG1,0.174169939,OLIG
RP11-783N5.1,0.173473967,OLIG
FAM19A4,0.17085501,OLIG
KIAA1841,0.170219544,OLIG
DAD1,0.168991745,OLIG
COL9A2,0.168895025,OLIG
H3F3B,0.168443379,OLIG
TENM3,0.166794846,OLIG
NFIB,0.166246624,OLIG
PLA2G16,0.162019649,OLIG
MAPKAPK5,0.16019347,OLIG
FAM160B1,0.157935494,OLIG
SRSF5,0.154324449,OLIG
SUCO,0.153070258,OLIG
AKAP7,-0.150769098,OLIG
CEP290,-0.151208807,OLIG
SPTLC2,-0.151523101,OLIG
GRIA1,-0.155702069,OLIG
FAIM2,-0.173313778,OLIG
MPST,-0.177096387,OLIG
HNRNPDL,-0.177956048,OLIG
BRAF,-0.179916929,OLIG
ARHGAP1,-0.183012865,OLIG
VWA1,-0.184221704,OLIG
FCHSD2,-0.18793207,OLIG
PRKCI,-0.188528737,OLIG
RP11-862P13.1,-0.189139085,OLIG
USP34,-0.194209969,OLIG
FOXO3,-0.195689311,OLIG
RASSF4,-0.199563088,OLIG
C21orf131,-0.203509813,OLIG
EPC1,-0.20869743,OLIG
NOCT,-0.210199032,OLIG
UNC5C,-0.215732044,OLIG
LAMA2,-0.216516269,OLIG
RASGRF1,-0.222348337,OLIG
AF131217.1,-0.222626263,OLIG
GPHN,-0.224558358,OLIG
PTN,-0.226565455,OLIG
CROCCP2,-0.231713459,OLIG
ATP2B4,-0.233024038,OLIG
FUT9,-0.237543674,OLIG
BCR,-0.238192874,OLIG
ATXN7L1,-0.238967836,OLIG
IGSF1,-0.243252463,OLIG
ATG13,-0.243772675,OLIG
PREX2,-0.265838383,OLIG
AFF1,-0.266237181,OLIG
TTC7B,-0.276144578,OLIG
LUZP2,-0.280179534,OLIG
DSCAML1,-0.284026479,OLIG
MEG3,-0.289728465,OLIG
NEDD4,-0.296491041,OLIG
CNDP1,-0.300173375,OLIG
GRID2,-0.307327017,OLIG
AC007349.4,-0.307999446,OLIG
CAMTA1,-0.312972701,OLIG
CLOCK,-0.313409622,OLIG
PRUNE2,-0.315082756,OLIG
BBX,-0.323313757,OLIG
PRKACB,-0.327816372,OLIG
FOXJ3,-0.329118122,OLIG
SEPP1,-0.339854607,OLIG
RAB3IP,-0.348070282,OLIG
LTBP1,-0.348787692,OLIG
ASAP1,-0.353362925,OLIG
STRADA,-0.35691276,OLIG
SAMD4A,-0.357850346,OLIG
GPR37,-0.358275831,OLIG
XKR4,-0.360202422,OLIG
CORO1C,-0.360404171,OLIG
MPDZ,-0.361937423,OLIG
FAM69C,-0.366725267,OLIG
CRYBG3,-0.367814954,OLIG
GRIK2,-0.374437181,OLIG
LANCL1,-0.374599431,OLIG
DAPK2,-0.378330055,OLIG
MAPK8,-0.379145711,OLIG
KLHDC4,-0.379306591,OLIG
BICC1,-0.382435392,OLIG
RBMS1,-0.384010917,OLIG
MICU3,-0.387831946,OLIG
TPPP,-0.389121903,OLIG
RP11-384F7.2,-0.389445051,OLIG
GNAO1,-0.391773099,OLIG
USP8,-0.393855795,OLIG
FAM53C,-0.406767279,OLIG
SYNE1,-0.407755335,OLIG
DPP6,-0.408531684,OLIG
STEAP1B,-0.412852823,OLIG
CCP110,-0.41609301,OLIG
PTPN4,-0.416721112,OLIG
EPB41L3,-0.417110563,OLIG
RRP36,-0.422338434,OLIG
TPD52,-0.42251234,OLIG
RALGAPA1,-0.427925659,OLIG
RP11-33N16.3,-0.436321715,OLIG
SPIN3,-0.442587127,OLIG
NPTX2,-0.450622363,OLIG
ERMN,-0.454287528,OLIG
RP11-141M1.3,-0.454799724,OLIG
TANC1,-0.455447395,OLIG
ZNF83,-0.462849145,OLIG
CHD9,-0.465510916,OLIG
PPP4R2,-0.481469087,OLIG
ELOVL7,-0.485585706,OLIG
ITGB8,-0.486031632,OLIG
CNKSR2,-0.490343932,OLIG
ZNF445,-0.497228809,OLIG
HIP1R,-0.49738579,OLIG
ANKRD44,-0.504813395,OLIG
WDPCP,-0.510138078,OLIG
LRRC1,-0.512460133,OLIG
HSP90B1,-0.51445308,OLIG
SKA2,-0.521184011,OLIG
CDH11,-0.522118007,OLIG
SMIM7,-0.525930173,OLIG
PDCD1LG2,-0.536270508,OLIG
TMEM135,-0.538546893,OLIG
CCDC122,-0.542896173,OLIG
GNAI1,-0.553629292,OLIG
TTLL11,-0.554245937,OLIG
MMAB,-0.55631905,OLIG
ABHD17B,-0.564316713,OLIG
SGIP1,-0.566402064,OLIG
RP11-320P7.2,-0.568431263,OLIG
MLLT4,-0.570071619,OLIG
FRMD8,-0.572802886,OLIG
SETD7,-0.574857808,OLIG
RAB27A,-0.5770465,OLIG
USP31,-0.58535248,OLIG
EPS8,-0.594899763,OLIG
ADGRE5,-0.599478397,OLIG
THSD7A,-0.615088346,OLIG
ADARB2,-0.616449817,OLIG
ANAPC10,-0.624140897,OLIG
HNRNPA1,-0.631079557,OLIG
ANKRD17,-0.642172763,OLIG
DTNB,-0.655125495,OLIG
TMEM232,-0.656869916,OLIG
JUN,-0.657612439,OLIG
GPR135,-0.671674708,OLIG
CTNNA3,-0.682282736,OLIG
PPP1R21,-0.682346342,OLIG
SCRG1,-0.687620442,OLIG
DPY19L3,-0.690007518,OLIG
FRK,-0.706341402,OLIG
SMARCAD1,-0.719982638,OLIG
WASHC3,-0.73270324,OLIG
ADCY3,-0.733150932,OLIG
PDE1A,-0.73458214,OLIG
SESN3,-0.736329533,OLIG
CCDC162P,-0.761243431,OLIG
FRG1CP,-0.764462466,OLIG
CPVL,-0.76490467,OLIG
STARD13,-0.765135646,OLIG
ROR1,-0.767757732,OLIG
ZFYVE16,-0.777058737,OLIG
TESK2,-0.777354131,OLIG
DDX3X,-0.784785694,OLIG
PLEKHG1,-0.788042994,OLIG
ENKUR,-0.788332628,OLIG
SCART1,-0.798813127,OLIG
IP6K1,-0.802982476,OLIG
PMS1,-0.815776662,OLIG
SNX16,-0.82248721,OLIG
TTYH2,-0.825978435,OLIG
BCAS1,-0.831353738,OLIG
FAM19A5,-0.831482795,OLIG
MAGI1,-0.837208884,OLIG
USP6NL,-0.840956493,OLIG
POLA2,-0.845879194,OLIG
TMEM136,-0.851176244,OLIG
FUT8,-0.852104216,OLIG
PIK3C3,-0.853753093,OLIG
TMEM260,-0.863808522,OLIG
RAMP1,-0.866244646,OLIG
RP11-381K20.2,-0.870765395,OLIG
RANBP17,-0.872511438,OLIG
ZNF326,-0.878997326,OLIG
STRIP1,-0.880525683,OLIG
PIK3CB,-0.882698711,OLIG
TRIM35,-0.898598998,OLIG
HADHA,-0.899961446,OLIG
RP11-611E13.2,-0.906821602,OLIG
SAMD4B,-0.910890494,OLIG
7-Sep,-0.916442038,OLIG
CTC-329D1.3,-0.928903541,OLIG
ANP32B,-0.929573361,OLIG
MTRF1,-0.980563536,OLIG
CNP,-1.000096455,OLIG
MIR325HG,-1.004386275,OLIG
MEIS2,-1.007937148,OLIG
ZDHHC14,-1.012311768,OLIG
ZNF525,-1.023875272,OLIG
UGT8,-1.037891395,OLIG
REEP1,-1.040537631,OLIG
CTC-459F4.2,-1.048625344,OLIG
RP11-453E17.1,-1.059214341,OLIG
ADAMTS8,-1.069231746,OLIG
ANKRD28,-1.085468359,OLIG
GPR158,-1.101562138,OLIG
KCNMB4,-1.111457512,OLIG
RP11-692D12.1,-1.122469081,OLIG
TRAF1,-1.132298471,OLIG
GFM2,-1.142162068,OLIG
PNISR,-1.145850444,OLIG
GLRA2,-1.14879101,OLIG
GRIA2,-1.166578678,OLIG
TACC1,-1.175115201,OLIG
ABCA8,-1.188211122,OLIG
NEGR1,-1.192948318,OLIG
NFIA,-1.216856343,OLIG
SDCBP,-1.278313129,OLIG
PFDN4,-1.298833118,OLIG
RP11-93O7.5,-1.31818183,OLIG
ADCY9,-1.3283721,OLIG
SYT9,-1.360155241,OLIG
PRKX,-1.373387795,OLIG
PID1,-1.408172696,OLIG
STMN4,-1.412496952,OLIG
RALGDS,-1.434005006,OLIG
GGT7,-1.447465668,OLIG
GCC2,-1.454865341,OLIG
AGO2,-1.462913066,OLIG
ELK3,-1.476243809,OLIG
NEK10,-1.486452409,OLIG
RTN4,-1.525958205,OLIG
RASSF2,-1.530765224,OLIG
WDR48,-1.555881048,OLIG
WDR7,-1.616094434,OLIG
GALNT13,-1.737460827,OLIG
NRXN1,-1.750322586,OLIG
TNIK,-1.752069482,OLIG
ANKRD50,-1.761191014,OLIG
NDUFS2,-1.775214585,OLIG
PDE4D,-1.80366451,OLIG
KCND2,-1.811445873,OLIG
PTK2,-1.840239184,OLIG
PLP1,-1.869080539,OLIG
LIMCH1,-1.958750616,OLIG
MLLT3,-2.058168403,OLIG
ADAMTS18,-2.086265597,OLIG
NEDD4L,-2.145155362,OLIG
SLA2,-2.360419757,OLIG
HSPH1,-2.513081348,OLIG
NKAIN2,-2.595881523,OLIG
RP11-111A22.1,-3.299539369,OLIG
MDGA2,-3.513680357,OLIG
ERBB4,-3.813258234,OLIG
PCDH9,-4.229729011,OLIG
LSAMP,-4.407224231,OLIG
LRP1B,-5.787459419,OLIG
ERICH5,3.780652526,AST
RP11-582J16.4,3.394414074,AST
PNPLA6,2.782800688,AST
AC004987.7,2.655519489,AST
CYP4F11,2.609596171,AST
MYH15,2.587954183,AST
CYP4F12,2.4810194,AST
ZSCAN31,2.474427091,AST
EBF1,2.430611839,AST
RP11-346I3.4,2.422138029,AST
TMPRSS5,2.412155168,AST
DDB2,2.332651819,AST
RP11-806O11.1,2.135619389,AST
MYOZ2,2.068071173,AST
TMEM258,2.057122096,AST
HERC2P3,2.041873426,AST
ZNF777,1.967814582,AST
AC012309.5,1.912731046,AST
CD58,1.884745898,AST
SLC28A3,1.784056562,AST
GBP2,1.765015964,AST
KALP,1.736936699,AST
RP11-438E5.1,1.713829509,AST
CACNA2D3,1.670043892,AST
RGN,1.625390248,AST
LRIG1,1.582527953,AST
HPSE2,1.578183632,AST
FLRT2,1.578049521,AST
LMNA,1.569798328,AST
DCC,1.568631836,AST
ZFYVE1,1.564632511,AST
HSD17B7P2,1.556622187,AST
MYO15B,1.554118598,AST
CUL9,1.542371259,AST
PCF11,1.517243006,AST
RP11-733C7.2,1.503343298,AST
EPHA6,1.492096904,AST
CNOT1,1.480439846,AST
